model,string_conversions,feat_types,dataset,offsets,nfeat,accuracy,precision,recall,f1_score,auc_roc,mcc
rf,"('no_reduction',)","('counts', 'tfeat')",10-folds cv,"(2, 3)",30,0.7621621621621621,0.7331604506604508,0.5527472527472528,0.6155614189183982,0.8372028388278387,0.4695949937003029
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",1554,0.7729018492176386,0.7570757020757021,0.5395604395604395,0.6154695063390715,0.8541236263736265,0.487224004249604
rf,"('no_reduction',)","('counts', 'mat', 'tfeat')",10-folds cv,"(2, 3)",830,0.7807254623044096,0.7912301587301587,0.5247252747252746,0.6149741382441613,0.8553333333333333,0.5049246224901192
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",1095,0.7647226173541963,0.7508852258852258,0.5461538461538462,0.6147052733688889,0.8295595238095238,0.477761144028649
rf,"('no_reduction', 'hydro')","('counts', 'tfeat')",10-folds cv,"(1,)",35,0.7514935988620198,0.6921231546231545,0.560989010989011,0.6140490391944665,0.8465700549450551,0.4442878426822241
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",636,0.7567567567567567,0.6990520590520591,0.5538461538461539,0.6136148778757474,0.8277358058608059,0.45071259886923876
rf,"('no_reduction',)","('mat', 'tfeat')",10-folds cv,"(2, 3)",810,0.7857752489331438,0.8131313131313129,0.5170329670329671,0.6129356838103639,0.8614500915750914,0.5153578756275509
rf,"('no_reduction',)","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2, 3)",880,0.7778805120910384,0.8032828282828284,0.5159340659340659,0.6127347966043618,0.8647394688644688,0.5017854098425882
rf,"('conform', 'no_reduction')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1,)",609,0.7673541963015647,0.7631006493506494,0.5307692307692308,0.6113501936659831,0.8438369963369963,0.48038586326586225
rf,"('no_reduction', 'hydro')","('counts', 'tfeat')",10-folds cv,"(2,)",35,0.7513513513513513,0.6956593406593405,0.5527472527472528,0.6113229668881843,0.8325343406593408,0.44281710353207443
rf,"('conform', 'hydro')","('counts', 'mat', 'tfeat')",10-folds cv,"(1,)",96,0.7462304409672831,0.6768379169849759,0.5752747252747252,0.6112849931223003,0.8176639194139194,0.43803406326906147
rf,"('conform', 'no_reduction', 'hydro')","('mat', 'tfeat')",10-folds cv,"(1, 2, 3)",1467,0.7780938833570413,0.8030006105006106,0.50989010989011,0.6111868109007697,0.8513365384615383,0.5014936056445085
rf,"('no_reduction', 'hydro')","('counts', 'mat', 'protvec')",10-folds cv,"(1,)",800,0.7593172119487909,0.7224542124542125,0.5532967032967033,0.6110815364819941,0.8301405677655678,0.4626024732313983
rf,"('no_reduction', 'hydro')","('mat',)",10-folds cv,"(3,)",425,0.7700568990042673,0.775955710955711,0.5313186813186813,0.6108130399884336,0.848087912087912,0.487040546651665
rf,"('no_reduction', 'hydro')","('mat', 'tfeat')",10-folds cv,"(2, 3)",870,0.7858463726884779,0.814022644022644,0.5230769230769231,0.6106839543898367,0.8400054945054943,0.516226902212476
rf,"('conform', 'hydro')","('counts', 'mat')",10-folds cv,"(2,)",86,0.7566145092460881,0.7073336385836386,0.5538461538461539,0.6103142075315988,0.8143411172161171,0.45452491707576065
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat', 'protvec')",10-folds cv,"(2,)",636,0.7648648648648647,0.7469627594627595,0.5313186813186814,0.6099862656084545,0.8337348901098901,0.47152670482275016
rf,"('conform', 'no_reduction')","('mat',)",10-folds cv,"(3,)",449,0.7753911806543385,0.7968975468975469,0.5021978021978023,0.6099197400616165,0.8350998168498167,0.4939458041083403
rf,"('conform', 'no_reduction')","('mat', 'tfeat', 'protvec')",10-folds cv,"(1, 2)",1068,0.77524893314367,0.7711363636363637,0.5236263736263737,0.6098128518654835,0.8271909340659341,0.49052187235488864
rf,"('no_reduction',)","('counts', 'tfeat', 'protvec')",10-folds cv,"(1, 2, 3)",85,0.7514224751066856,0.6999389499389499,0.5521978021978022,0.6097384499558413,0.8410508241758243,0.44392121851099653
rf,"('no_reduction',)","('mat',)",10-folds cv,"(1, 2)",800,0.7753911806543387,0.7891919191919191,0.5164835164835164,0.609636456094122,0.8683768315018316,0.494384558353569
rf,"('conform', 'no_reduction')","('counts', 'mat', 'tfeat')",10-folds cv,"(3,)",486,0.7621621621621621,0.7251585914085914,0.5532967032967033,0.6096011875233842,0.8430608974358975,0.46750788838690244
rf,"('conform', 'no_reduction', 'hydro')","('mat', 'tfeat')",10-folds cv,"(1, 3)",978,0.7700568990042674,0.7566883116883117,0.525824175824176,0.6095083756822888,0.8582692307692309,0.48039099919196104
